SYMBOL	TE_1	TE_2	TE_3	TE_4	TE_5	TE_6
BC031181	0.368768785156683	-0.212640519120621	0.0148903022068966	0.177838817995672	0.497385996117314	0.844850424124829
BAZ2B	-0.504160717162575	-0.271857765840788	-0.55441098737314	-1.19262612949807	-1.73586975266285	-1.83775943379985
WDR83OS	-0.263606674746069	0.115438882574027	-0.0256154725191513	0.777918209366107	0.483667593091569	0.317486685381291
EEA1	-0.218086995498144	-0.227442588171563	-0.445220433072193	-1.42856022489965	-2.02481908809046	-2.00956172821817
PI4KA	-0.158142794055853	-0.0943000751774395	0.223958524472983	-0.169388453083583	-0.0780152075210854	-0.393552853926491
KDM2A	-0.19119310531277	-0.078986132723928	-0.0483410803322423	-0.525022313691788	-0.673753395312631	-0.848769570613756
2610507B11RIK	-0.302164694280916	-0.487913471651209	-0.138895759880604	-0.231423802717843	0.00814262913104757	-0.228892545898448
LMNA	0.296028424117243	0.141105586677946	-0.0211678916025492	0.396613377336644	0.562068681895424	1.06869001944288
NUP85	0.0141255169970883	-0.0705275432671101	-0.153477685101811	0.0167727993546499	0.159098503877202	0.148461551861416
CLTC	-0.274427449802668	-0.388285353500546	-0.380947655167057	-1.09317863353182	-1.24063429448478	-1.57885772588783
ARHGEF11	0.0274267424984143	-0.0496061830280905	0.168334043088604	-0.180892037063156	0.0472748761519598	-0.0720036139759654
USP7	-0.192123406470199	-0.179632177241796	-0.258454121173009	-0.762281734171124	-1.07556113655402	-1.14603358092793
RTN3	-0.205951504120748	0.144601444355058	0.137382925875929	0.046531641355584	-0.179228920124338	-0.457162507438556
TMEM259	0.174978395463642	-0.253260048915479	0.12812434521591	0.193515123376265	0.450490843115565	0.295185987864542
CKAP2	0.00464186822019273	-0.00355684736206782	-0.0571276814826607	-0.9228842019146	-1.29877238490346	-1.40995397045297
USP22	-0.0209568404827607	0.398711744792779	0.202922166597959	0.219115711172413	0.151189448373774	0.114344519701828
GNPTAB	-0.145401008538376	-0.319618855080038	-0.479141288910459	-0.469959775042109	-0.434776786884327	-0.982363826365944
WAPL	0.0955467225441115	-0.159636498522285	-0.279956222664498	-1.27543116668757	-1.61247202563717	-1.9540967357711
TACC2	-0.0563036056467349	0.0897079113679914	0.411423830411185	0.231712197255195	0.126549434012786	0.245646510631442
ADO	0.355142551690724	0.529072190740294	0.288318098927653	0.398556246409955	0.398743745807982	0.51198092550781
ZCWPW1	0.0450976939751691	-0.612334465570388	0.00747627224206257	-0.228238405232462	-0.230048111361507	-0.504848084648174
TXLNA	0.0366641477860244	0.00839944797634868	-0.0565147732775155	0.247262767635118	0.118317415392063	0.386139061506723
EIF2A	0.172360020254643	0.291636997713447	0.215369997387807	-0.918811803763842	-0.887485918619989	-1.16270541988017
SYNE2	0.0285358118965669	0.157009344580538	-0.049289526916144	-0.661493674890498	-1.14721118474205	-1.33013050078294
AEBP2	0.143246268387183	-0.0368550657661045	-0.41255756112701	-0.507211876846965	-0.786991439626498	-1.06667389563368
PARL	0.218348258491495	0.643284570459527	0.731794635126458	1.01773421723101	0.938197447307349	0.688646245951028
AGA	0.201376467908223	0.154506272272922	-0.0863142661580513	0.435550865367796	0.456845620308356	0.2715224344953
ERBIN	-0.124252753385673	-0.45518472643417	-0.362902506008332	-1.51318887044503	-1.97242965489629	-2.13292398006443
EPB41L1	-0.180295052545942	-0.6571231170941	0.0720150212789709	-0.144234923924713	-0.083874651576728	-0.0732847139735013
D8ERTD738E	0.302005918253421	0.305000694065934	0.123129799201453	0.787890453315955	0.732059675000803	1.16925260885136
SCAF1	-0.163724323292123	0.614982474519205	0.543207265836345	0.391707500869713	0.208483734362748	0.456145747011481
MXI1	0.0683146923911673	0.143328302480696	0.24442796012453	0.345344753602934	0.181500110731453	-0.0779348986962386
ZFYVE26	0.00838056500043399	0.256119781810631	0.430178484160199	0.149259228802573	-0.130906389226912	-0.0792682989248137
